STRENGTH  PARA  CONS  RATE  CT  RT  ART  FAVOURABLE
3  0.4  1.00  0.041666666666666664  0.960  0.720  0.800  ['CT', 'ART']
3  0.4  1.00  0.08333333333333333  0.880  0.840  0.900  ['CT', 'RT', 'ART']
3  0.4  1.00  0.25  1.000  0.980  1.000  ['CT', 'RT', 'ART']
3  0.4  1.00  0.5  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.4  1.00  0.6666666666666666  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.4  1.00  1.0  1.000  1.000  1.000  ['CT', 'RT', 'ART']
3  0.6  0.00  1.1315569281578064e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  2.3469328880310059e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  5.280598998069763e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  7.040798664093018e-07  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  1.2405216693878174e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  1.4081597328186035e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.00  2.816319465637207e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.25  4.827976226806641e-06  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.25  1.0013580322265625e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.25  2.2530555725097656e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.25  3.0040740966796875e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
3  0.6  0.25  5.2928924560546875e-05  0.000  0.000  0.000  ['CT', 'RT', 'ART']
